"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002757","BP","GO:0002757","immune response-activating signal transduction","27/602","450/23210",5.39812910079721e-05,0.00141576698809252,0.00117479464447443,"Cd79a/Blk/Irf1/Havcr2/Rsad2/Acod1/Gcsam/Ms4a1/Irf7/Fcnb/Ifih1/Pde4b/Stap1/Gfi1/Cd19/Trim30a/Tlr3/Nfkbid/Ddx60/Cd79b/Prkce/Tlr9/Wnk1/Tifa/Tlr11/Irgm2/Igll1",27
"GO:0032069","BP","GO:0032069","regulation of nuclease activity","6/602","27/23210",5.5225679485187e-05,0.00143957182804375,0.00119454775266419,"Oasl2/Oas2/Ddx11/Oasl1/Oas1a/Oas1g",6
"GO:0071174","BP","GO:0071174","mitotic spindle checkpoint","7/602","39/23210",5.70072290948345e-05,0.00147700548109344,0.00122560996522866,"Cep192/Bub1/Plk1/Atm/Ttk/Cenpe/Spdl1",7
"GO:0016570","BP","GO:0016570","histone modification","26/602","427/23210",5.79998271051426e-05,0.00149039887188309,0.00123672371763522,"Uhrf1/Kmt2a/Brd8/Dnmt1/Rbm14/Pax5/Ncor1/Paxbp1/Vegfa/Kdm5c/Gfi1/Ezh2/Chek1/Atm/Pml/Dcaf1/Mettl8/Tet1/Kmt2d/Haspin/Usp21/Nsd2/Kmt5c/Rag1/Dot1l/Hdac10",26
"GO:0051302","BP","GO:0051302","regulation of cell division","14/602","156/23210",5.82214296150822e-05,0.00149039887188309,0.00123672371763522,"Cdc6/Vegfa/Vegfb/Il1b/Ect2/Cit/Plk1/Kif23/Ccp110/Aspm/Prc1/Kif14/Prkce/Cspp1",14
"GO:0010639","BP","GO:0010639","negative regulation of organelle organization","25/602","403/23210",5.94813422623292e-05,0.00151358772721106,0.00125596568561434,"Mcm2/Dnmt1/Rbm14/Pax5/Top2a/Atad2/Cep192/Avil/Bub1/Plk1/Chek1/Cdk10/Ccp110/Atm/Fhod3/Dbn1/Mid1/Pml/Ttk/Pif1/Cenpe/Tet1/Xrcc1/Spdl1/Ttbk2",25
"GO:0030071","BP","GO:0030071","regulation of mitotic metaphase/anaphase transition","8/602","53/23210",6.19472448220782e-05,0.00156700870777742,0.00130029408315418,"Cdc6/Cep192/Bub1/Plk1/Atm/Ttk/Cenpe/Spdl1",8
"GO:0000910","BP","GO:0000910","cytokinesis","14/602","157/23210",6.24292174648162e-05,0.00156991120389464,0.00130270255638657,"Cdc6/Sept3/Nusap1/Ect2/Cit/Plk1/Kif23/Cntrob/Ccp110/Prc1/Kif14/Prkce/Cspp1/Sept11",14
"GO:0043903","BP","GO:0043903","regulation of interspecies interactions between organisms","16/602","198/23210",6.33046862643459e-05,0.00158261715660865,0.00131324587695196,"Rsad2/Top2a/Igf2r/Eif2ak2/Cd74/Stat1/Fcnb/Oasl2/Trim30a/Trim21/Isg15/Pml/Oasl1/Bst2/Oas1a/Oas1g",16
"GO:0042113","BP","GO:0042113","B cell activation","25/602","405/23210",6.43963172494271e-05,0.00160054800140291,0.00132812478048084,"Bcl11a/Cd79a/Msh6/Cd40/Prkdc/Cd74/Ms4a1/Aplf/Siglecg/Cd19/Tnfsf13b/Atm/Bank1/Dcaf1/Cd79b/Trp53bp1/Tlr9/Irf2bp2/Slamf8/Gon4l/Nsd2/Vpreb1/Rag1/H2-Ab1/Igll1",25
"GO:0022409","BP","GO:0022409","positive regulation of cell-cell adhesion","18/602","242/23210",6.68321838157028e-05,0.00165148893533023,0.00137039525073878,"Irf1/Havcr2/Cd74/Il1b/Ptpru/Hsph1/Tnfsf13b/Il15/Ets1/Dpp4/Ptpn23/H2-Aa/Nfkbid/H2-DMa/Rasal3/Rag1/Il1rl2/H2-Ab1",18
"GO:0030225","BP","GO:0030225","macrophage differentiation","7/602","40/23210",6.75666112571817e-05,0.00166004174209455,0.00137749231661647,"Spib/Vegfa/Casp8/Zbtb46/Tspan2/Il15/L3mbtl3",7
"GO:0032647","BP","GO:0032647","regulation of interferon-alpha production","6/602","28/23210",6.87544907162542e-05,0.00167033756062056,0.00138603572281718,"Havcr2/Irf7/Stat1/Ifih1/Tlr3/Tlr9",6
"GO:0051225","BP","GO:0051225","spindle assembly","11/602","102/23210",6.87671136068348e-05,0.00167033756062056,0.00138603572281718,"Spag5/Kif11/Ncor1/Kifc5b/Cep192/Chek2/Plk1/Kif23/Aspm/Spice1/Numa1",11
"GO:0032606","BP","GO:0032606","type I interferon production","10/602","85/23210",6.97281999014832e-05,0.00167465199201596,0.00138961581116498,"Irf9/Irf1/Havcr2/Acod1/Irf7/Stat1/Ifih1/Tlr3/Cgas/Tlr9",10
"GO:0034502","BP","GO:0034502","protein localization to chromosome","10/602","85/23210",6.97281999014832e-05,0.00167465199201596,0.00138961581116498,"Tex15/Esco2/Knl1/Mcm8/Ezh2/Plk1/Pml/Ttk/Haspin/Spdl1",10
"GO:0019439","BP","GO:0019439","aromatic compound catabolic process","28/602","483/23210",7.16914712197643e-05,0.00171218457801392,0.00142076011767484,"Mov10/Ncor1/Pfkl/Ogdh/Nbas/Mettl3/Hsf1/Noct/Vegfa/Enpp4/Dnase1l3/Jmjd8/Hk3/Hdc/Helz2/Rbm10/Dcps/Oas2/Prr5l/Atm/Tut4/Slfn8/Rbm24/Elavl1/Tet1/Tnrc6b/Lin28a/Zhx2",28
"GO:0002824","BP","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","13/602","140/23210",7.48380667973203e-05,0.00177653039498436,0.00147415387653981,"Cd40/Irf1/Rsad2/Il1b/Tnfsf13b/Nfkbid/H2-DMa/Trp53bp1/H2-T24/Nsd2/B2m/H2-K1/H2-Ab1",13
"GO:0002224","BP","GO:0002224","toll-like receptor signaling pathway","11/602","103/23210",7.52168424543086e-05,0.00177653039498436,0.00147415387653981,"Irf1/Havcr2/Rsad2/Acod1/Irf7/Gfi1/Trim30a/Tlr3/Prkce/Tlr9/Tlr11",11
"GO:0045841","BP","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","7/602","41/23210",7.96703992342815e-05,0.00187137888311293,0.00155285856228761,"Cep192/Bub1/Plk1/Atm/Ttk/Cenpe/Spdl1",7
"GO:0045839","BP","GO:0045839","negative regulation of mitotic nuclear division","8/602","55/23210",8.13177143639362e-05,0.00189963513063294,0.00157630542080221,"Cep192/Bub1/Plk1/Chek1/Atm/Ttk/Cenpe/Spdl1",8
"GO:0048872","BP","GO:0048872","homeostasis of number of cells","21/602","315/23210",8.37127247686435e-05,0.00194495596948886,0.00161391237111172,"Kmt2a/Pknox1/Tex15/Med1/Ncor1/Vegfa/Cd74/Stat1/Pde4b/Ezh2/Tnfsf13b/Ets1/Lmo2/Senp1/Isg15/L3mbtl3/Klf1/Chst3/Vpreb1/B2m/Rag1",21
"GO:0030217","BP","GO:0030217","T cell differentiation","19/602","269/23210",8.46469859253652e-05,0.00195603170178884,0.00162310294491312,"Bcl11a/Pknox1/Ncor1/Irf1/Rsad2/Mettl3/Prkdc/Cd74/Il1b/Rhoh/Il15/Fancd2/H2-Aa/Nfkbid/H2-DMa/B2m/Rag1/Il1rl2/Sox4",19
"GO:1903039","BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","16/602","203/23210",8.510955122203e-05,0.00195614694340956,0.0016231985716935,"Irf1/Havcr2/Cd74/Il1b/Hsph1/Tnfsf13b/Il15/Ets1/Dpp4/H2-Aa/Nfkbid/H2-DMa/Rasal3/Rag1/Il1rl2/H2-Ab1",16
"GO:0019221","BP","GO:0019221","cytokine-mediated signaling pathway","22/602","341/23210",9.24501863601391e-05,0.00210885208163922,0.00174991234598318,"Med1/Irf1/Mettl3/Cd74/Irf7/Stat1/Il1rn/Il1b/Zbp1/Stap1/Gfi1/Cxcl9/Il15/Oas2/Parp14/Tut4/Cxcl10/Wnk1/Irgm1/Iigp1/Irgm2/Nlrc5",22
"GO:1902099","BP","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","8/602","56/23210",9.2740161718871e-05,0.00210885208163922,0.00174991234598318,"Cdc6/Cep192/Bub1/Plk1/Atm/Ttk/Cenpe/Spdl1",8
"GO:2000816","BP","GO:2000816","negative regulation of mitotic sister chromatid separation","7/602","42/23210",9.34850003966688e-05,0.00211454167563894,0.00175463353571024,"Cep192/Bub1/Plk1/Atm/Ttk/Cenpe/Spdl1",7
"GO:0043900","BP","GO:0043900","regulation of multi-organism process","24/602","391/23210",9.78038036832315e-05,0.00220058558287271,0.00182603223497224,"Havcr2/Rsad2/Top2a/Acod1/Igf2r/Eif2ak2/Cd74/Stat1/Stxbp1/Fcnb/Il1b/Oasl2/Trim30a/Trim21/Il15/Cgas/Tut4/Isg15/Pml/Ddx60/Oasl1/Bst2/Oas1a/Oas1g",24
"GO:0032607","BP","GO:0032607","interferon-alpha production","6/602","30/23210",0.000103691826993925,0.0023087633354116,0.00191579746145573,"Havcr2/Irf7/Stat1/Ifih1/Tlr3/Tlr9",6
"GO:0051085","BP","GO:0051085","chaperone cofactor-dependent protein refolding","6/602","30/23210",0.000103691826993925,0.0023087633354116,0.00191579746145573,"Ero1l/Cd74/Hsph1/H2-DMb2/H2-DMa/H2-DMb1",6
"GO:0045071","BP","GO:0045071","negative regulation of viral genome replication","8/602","57/23210",0.000105459490058427,0.00232552650294997,0.00192970743365747,"Rsad2/Eif2ak2/Oasl2/Isg15/Oasl1/Bst2/Oas1a/Oas1g",8
"GO:0006275","BP","GO:0006275","regulation of DNA replication","11/602","107/23210",0.000106458647393093,0.00232552650294997,0.00192970743365747,"Msh6/Id3/Chtf18/Esco2/Dscc1/Cdc7/Chek2/Usp37/Zranb3/Ticrr/Chtf8",11
"GO:0019827","BP","GO:0019827","stem cell population maintenance","14/602","165/23210",0.000106777690721945,0.00232552650294997,0.00192970743365747,"Mettl3/Nfya/Vangl2/Aspm/Fancd2/Tut4/Wdr62/Elavl1/Tet1/Lin28a/Zhx2/Sox4/Erdr1/Panct2",14
"GO:0043901","BP","GO:0043901","negative regulation of multi-organism process","14/602","165/23210",0.000106777690721945,0.00232552650294997,0.00192970743365747,"Havcr2/Rsad2/Acod1/Eif2ak2/Stat1/Fcnb/Oasl2/Trim21/Isg15/Pml/Oasl1/Bst2/Oas1a/Oas1g",14
"GO:0007292","BP","GO:0007292","female gamete generation","13/602","145/23210",0.000107164613118396,0.00232552650294997,0.00192970743365747,"Lgr5/Top2a/Hsf1/Mcm8/Plk1/Aspm/Atm/Tut4/Ncaph/Ttk/Kmt2d/Pla2g4a/Alms1",13
"GO:1902100","BP","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","7/602","43/23210",0.000109188117801925,0.00235747072526885,0.00195621455073093,"Cep192/Bub1/Plk1/Atm/Ttk/Cenpe/Spdl1",7
"GO:0002637","BP","GO:0002637","regulation of immunoglobulin production","9/602","73/23210",0.000110831407322097,0.00238092596131641,0.00197567755977502,"Vpreb3/Cd40/Prkdc/Aplf/Siglecg/Cgas/Trp53bp1/Tlr9/Nsd2",9
"GO:0050870","BP","GO:0050870","positive regulation of T cell activation","15/602","187/23210",0.000115522404885881,0.0024692914044357,0.00204900265508114,"Irf1/Havcr2/Cd74/Il1b/Hsph1/Tnfsf13b/Il15/Dpp4/H2-Aa/Nfkbid/H2-DMa/Rasal3/Rag1/Il1rl2/H2-Ab1",15
"GO:0034340","BP","GO:0034340","response to type I interferon","7/602","44/23210",0.000126968981473426,0.0026798870123581,0.00222375358119958,"Mettl3/Irf7/Stat1/Zbp1/Oas2/Isg15/Nlrc5",7
"GO:1905819","BP","GO:1905819","negative regulation of chromosome separation","7/602","44/23210",0.000126968981473426,0.0026798870123581,0.00222375358119958,"Cep192/Bub1/Plk1/Atm/Ttk/Cenpe/Spdl1",7
"GO:0006266","BP","GO:0006266","DNA ligation","4/602","11/23210",0.000127882327607264,0.0026798870123581,0.00222375358119958,"Top2a/Aplf/Xrcc1/Lig1",4
"GO:0006977","BP","GO:0006977","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","4/602","11/23210",0.000127882327607264,0.0026798870123581,0.00222375358119958,"Pidd1/Pml/Sox4/Ptprv",4
"GO:0033048","BP","GO:0033048","negative regulation of mitotic sister chromatid segregation","7/602","45/23210",0.0001470285543194,0.00306608326690457,0.00254421683212518,"Cep192/Bub1/Plk1/Atm/Ttk/Cenpe/Spdl1",7
"GO:0007127","BP","GO:0007127","meiosis I","11/602","111/23210",0.000148151071039266,0.00307449431404303,0.00255119626674669,"Tex15/Chtf18/Top2a/Rad54l/Plk1/Fancd2/Atm/Brip1/Eme1/Espl1/Rad54b",11
"GO:0045824","BP","GO:0045824","negative regulation of innate immune response","8/602","60/23210",0.000152549062919839,0.0031353232883765,0.00260167177145677,"Havcr2/Acod1/Mettl3/Parp14/Tap1/Trafd1/Slamf8/Nlrc5",8
"GO:2000134","BP","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","8/602","60/23210",0.000152549062919839,0.0031353232883765,0.00260167177145677,"Prkdc/Pidd1/Ezh2/Pml/Haspin/Ccnd1/Sox4/Ptprv",8
"GO:0030218","BP","GO:0030218","erythrocyte differentiation","12/602","131/23210",0.000159592090871784,0.00326438367692285,0.00270876527946569,"Pknox1/Med1/Ncor1/Vegfa/Stat1/Ets1/Lmo2/Senp1/Isg15/L3mbtl3/Klf1/B2m",12
"GO:0043123","BP","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling","11/602","112/23210",0.000160510778110808,0.00326754084011287,0.00271138507385174,"Cd74/Jmjd8/Casp8/Traf5/Il1rn/Il1b/Tlr3/Prkce/Tlr9/Tifa/Tnfrsf19",11
"GO:1902749","BP","GO:1902749","regulation of cell cycle G2/M phase transition","10/602","94/23210",0.000163625824360659,0.00331036649359602,0.00274692153485223,"Cdc6/Cdc7/Mbd4/Plk1/Chek1/Cdc25a/Atm/Kif14/Ticrr/Ccnd1",10
"GO:0016032","BP","GO:0016032","viral process","19/602","283/23210",0.000164163203892949,0.00331036649359602,0.00274692153485223,"Rsad2/Top2a/Igf2r/Eif2ak2/Cd74/Stat1/Fcnb/Zbp1/Oasl2/Trim30a/Trim21/Isg15/Pml/Dcaf1/Oasl1/Bst2/Atg16l2/Oas1a/Oas1g",19
"GO:0010389","BP","GO:0010389","regulation of G2/M transition of mitotic cell cycle","9/602","78/23210",0.000185654660476542,0.00371681700614428,0.00308419164314096,"Cdc6/Cdc7/Mbd4/Chek1/Cdc25a/Atm/Kif14/Ticrr/Ccnd1",9
"GO:0044419","BP","GO:0044419","interspecies interaction between organisms","24/602","408/23210",0.000186058208026872,0.00371681700614428,0.00308419164314096,"Rsad2/Top2a/Igf2r/Eif2ak2/Cd74/Stat1/Fcnb/Zbp1/Gbp2/Oasl2/Trim30a/Trim21/Isg15/Pml/Gbp7/Dcaf1/Oasl1/Bst2/Irgm1/Atg16l2/Oas1a/Oas1g/Irgm2/Gbp6",24
"GO:0035457","BP","GO:0035457","cellular response to interferon-alpha","4/602","12/23210",0.000187892611650074,0.00371870793890772,0.00308576072739157,"Ifit1/Ifit2/Ifi204/Ifit3",4
"GO:0051988","BP","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","4/602","12/23210",0.000187892611650074,0.00371870793890772,0.00308576072739157,"Spag5/Knstrn/Ect2/Cenpe",4
"GO:0033046","BP","GO:0033046","negative regulation of sister chromatid segregation","7/602","47/23210",0.000194847396360862,0.00383858349973587,0.00318523272246473,"Cep192/Bub1/Plk1/Atm/Ttk/Cenpe/Spdl1",7
"GO:0071478","BP","GO:0071478","cellular response to radiation","13/602","154/23210",0.000196199248332196,0.0038474852597254,0.00319261934755915,"Mettl3/Xrcc6/Hsf1/Ect2/Chek2/Pold3/Chek1/Usp28/Cdc25a/Atm/Ints7/Pold1/H2afx",13
"GO:0042832","BP","GO:0042832","defense response to protozoan","6/602","34/23210",0.0002150784997311,0.00417299738952729,0.00346272728906297,"Cd40/Gbp2/Gbp7/Iigp1/Irgm2/Gbp6",6
"GO:0030330","BP","GO:0030330","DNA damage response, signal transduction by p53 class mediator","8/602","63/23210",0.000215726882593107,0.00417299738952729,0.00346272728906297,"Foxm1/Cd74/Pidd1/Chek2/Atm/Pml/Sox4/Ptprv",8
"GO:0034121","BP","GO:0034121","regulation of toll-like receptor signaling pathway","8/602","63/23210",0.000215726882593107,0.00417299738952729,0.00346272728906297,"Irf1/Rsad2/Acod1/Irf7/Gfi1/Trim30a/Tlr3/Tlr9",8
"GO:0044786","BP","GO:0044786","cell cycle DNA replication","7/602","48/23210",0.000223068741488851,0.00429558049488665,0.00356444598775451,"Mcm2/Msh6/Mcm5/Pola1/Cdc7/Chek2/Lig1",7
"GO:0042110","BP","GO:0042110","T cell activation","27/602","491/23210",0.000226227488615362,0.00433687225933037,0.00359870963716672,"Bcl11a/Pknox1/Ncor1/Irf1/Havcr2/Rsad2/Mettl3/Prkdc/Cxadr/Cd74/Il1b/Rhoh/Hsph1/Tnfsf13b/Il15/Cgas/Fancd2/Dpp4/H2-Aa/Nfkbid/H2-DMa/Rasal3/B2m/Rag1/Il1rl2/H2-Ab1/Sox4",27
"GO:0019058","BP","GO:0019058","viral life cycle","15/602","199/23210",0.000229116728766778,0.00435321784656877,0.00361227310383177,"Rsad2/Top2a/Eif2ak2/Cd74/Fcnb/Oasl2/Trim30a/Trim21/Isg15/Pml/Oasl1/Bst2/Atg16l2/Oas1a/Oas1g",15
"GO:0070507","BP","GO:0070507","regulation of microtubule cytoskeleton organization","15/602","199/23210",0.000229116728766778,0.00435321784656877,0.00361227310383177,"Chordc1/Spag5/Rbm14/Kif11/Cep192/Hsph1/Plk1/Chek1/Mid1/Ska1/Agrn/Spice1/Alms1/Numa1/Ttbk2",15
"GO:1902807","BP","GO:1902807","negative regulation of cell cycle G1/S phase transition","8/602","64/23210",0.000241022549101755,0.00455916547526551,0.00378316716568661,"Prkdc/Pidd1/Ezh2/Pml/Haspin/Ccnd1/Sox4/Ptprv",8
"GO:0032479","BP","GO:0032479","regulation of type I interferon production","9/602","81/23210",0.000247968488806434,0.00466989114382161,0.00387504663704003,"Irf1/Havcr2/Acod1/Irf7/Stat1/Ifih1/Tlr3/Cgas/Tlr9",9
"GO:0007143","BP","GO:0007143","female meiotic nuclear division","6/602","35/23210",0.000253936262725431,0.00470977625190471,0.0039081430517498,"Top2a/Hsf1/Plk1/Atm/Ncaph/Ttk",6
"GO:0051084","BP","GO:0051084","'de novo' posttranslational protein folding","6/602","35/23210",0.000253936262725431,0.00470977625190471,0.0039081430517498,"Ero1l/Cd74/Hsph1/H2-DMb2/H2-DMa/H2-DMb1",6
"GO:0035825","BP","GO:0035825","homologous recombination","7/602","49/23210",0.000254493172909939,0.00470977625190471,0.0039081430517498,"Chtf18/Top2a/Rad54l/Brip1/Eme1/Hdac10/Rad54b",7
"GO:0045646","BP","GO:0045646","regulation of erythrocyte differentiation","7/602","49/23210",0.000254493172909939,0.00470977625190471,0.0039081430517498,"Med1/Stat1/Ets1/Lmo2/Senp1/Isg15/B2m",7
"GO:0032727","BP","GO:0032727","positive regulation of interferon-alpha production","5/602","23/23210",0.00026362913126712,0.00485782127658162,0.00403098989278672,"Irf7/Stat1/Ifih1/Tlr3/Tlr9",5
"GO:1900225","BP","GO:1900225","regulation of NLRP3 inflammasome complex assembly","4/602","13/23210",0.000265843723491182,0.00487760479796052,0.00404740613582689,"Mefv/Eif2ak2/Trim30a/Gbp5",4
"GO:0006458","BP","GO:0006458","'de novo' protein folding","6/602","36/23210",0.000298104446936457,0.00544613893441605,0.00451917222751174,"Ero1l/Cd74/Hsph1/H2-DMb2/H2-DMa/H2-DMb1",6
"GO:0002703","BP","GO:0002703","regulation of leukocyte mediated immunity","17/602","250/23210",0.000307441297177352,0.0055928150869497,0.00464088318695488,"Cd40/Havcr2/Rsad2/Dnase1l3/Stxbp1/Il1b/Aplf/Tlr3/Cadm1/Dpp4/Tap1/Trp53bp1/Tlr9/H2-T24/Nsd2/B2m/H2-K1",17
"GO:0006342","BP","GO:0006342","chromatin silencing","9/602","84/23210",0.000326703833599947,0.00591804613830412,0.00491075789131053,"Dnmt1/Dnmt3a/Atad2/Smchd1/Hells/Ezh2/Tet1/Kmt2d/Dot1l",9
"GO:0060271","BP","GO:0060271","cilium assembly","19/602","299/23210",0.000329543284998433,0.00594429343193375,0.00493253773237716,"Pcnt/Ttll5/Fbf1/Avil/Vangl2/Kif24/Mns1/Cntrob/Rpgrip1l/Dnah8/Cdk10/Ccp110/2700049A03Rik/Ptpn23/Crocc/C2cd3/Alms1/Wdr90/Ttbk2",19
"GO:0051784","BP","GO:0051784","negative regulation of nuclear division","8/602","67/23210",0.000331847771530921,0.00596071102224659,0.00494616094674571,"Cep192/Bub1/Plk1/Chek1/Atm/Ttk/Cenpe/Spdl1",8
"GO:0034101","BP","GO:0034101","erythrocyte homeostasis","12/602","142/23210",0.000338550573047222,0.00605566401580283,0.00502495235044765,"Pknox1/Med1/Ncor1/Vegfa/Stat1/Ets1/Lmo2/Senp1/Isg15/L3mbtl3/Klf1/B2m",12
"GO:0033260","BP","GO:0033260","nuclear DNA replication","6/602","37/23210",0.000348077377490157,0.00617440161315528,0.00512348007050373,"Mcm2/Mcm5/Pola1/Cdc7/Chek2/Lig1",6
"GO:0071158","BP","GO:0071158","positive regulation of cell cycle arrest","6/602","37/23210",0.000348077377490157,0.00617440161315528,0.00512348007050373,"Uhrf2/Pidd1/Pml/Insm1/Sox4/Ptprv",6
"GO:0006402","BP","GO:0006402","mRNA catabolic process","15/602","207/23210",0.000349978149863409,0.00618246525068626,0.00513017122679291,"Mov10/Nbas/Mettl3/Noct/Vegfa/Helz2/Rbm10/Dcps/Prr5l/Atm/Tut4/Rbm24/Elavl1/Tnrc6b/Zhx2",15
"GO:0044546","BP","GO:0044546","NLRP3 inflammasome complex assembly","4/602","14/23210",0.000364567796838871,0.00636133604688234,0.00527859710138343,"Mefv/Eif2ak2/Trim30a/Gbp5",4
"GO:0045351","BP","GO:0045351","type I interferon biosynthetic process","4/602","14/23210",0.000364567796838871,0.00636133604688234,0.00527859710138343,"Irf9/Irf7/Tlr3/Tlr9",4
"GO:1902969","BP","GO:1902969","mitotic DNA replication","4/602","14/23210",0.000364567796838871,0.00636133604688234,0.00527859710138343,"Mcm2/Pola1/Chek2/Lig1",4
"GO:0032481","BP","GO:0032481","positive regulation of type I interferon production","7/602","52/23210",0.000370664915610171,0.00638948594448985,0.00530195571140186,"Irf1/Irf7/Stat1/Ifih1/Tlr3/Cgas/Tlr9",7
"GO:0061077","BP","GO:0061077","chaperone-mediated protein folding","7/602","52/23210",0.000370664915610171,0.00638948594448985,0.00530195571140186,"Chordc1/Ero1l/Cd74/Hsph1/H2-DMb2/H2-DMa/H2-DMb1",7
"GO:0072698","BP","GO:0072698","protein localization to microtubule cytoskeleton","7/602","52/23210",0.000370664915610171,0.00638948594448985,0.00530195571140186,"Spag5/Cep192/Mid1/Ttk/C2cd3/Numa1/Ttbk2",7
"GO:0032612","BP","GO:0032612","interleukin-1 production","10/602","104/23210",0.000375063744882869,0.00643934742720588,0.00534333045975594,"Havcr2/Mefv/Casp8/Ifi211/Il1b/Pml/Nlrc4/Ifi205/Ifi204/Gbp5",10
"GO:0002237","BP","GO:0002237","response to molecule of bacterial origin","22/602","377/23210",0.000379362147158418,0.00648709271640895,0.00538294920388998,"Havcr2/Cmpk2/Acod1/Hsf1/Noct/Eif2ak2/Stat1/Il1rn/Il1b/Gbp2/Pde4b/Stap1/Gfi1/Cxcl9/Tut4/Cxcl10/Prkce/Tlr9/B2m/Irgm2/Rpl13a/Gbp6",22
"GO:0032611","BP","GO:0032611","interleukin-1 beta production","9/602","86/23210",0.000389866745782147,0.00664016071003458,0.00550996407333125,"Mefv/Casp8/Ifi211/Il1b/Pml/Nlrc4/Ifi205/Ifi204/Gbp5",9
"GO:0001562","BP","GO:0001562","response to protozoan","6/602","38/23210",0.000404372469791952,0.00681654410909519,0.00565632592124365,"Cd40/Gbp2/Gbp7/Iigp1/Irgm2/Gbp6",6
"GO:0045005","BP","GO:0045005","DNA-dependent DNA replication maintenance of fidelity","6/602","38/23210",0.000404372469791952,0.00681654410909519,0.00565632592124365,"Pole/Ddx11/Zranb3/Pold1/Eme1/Bod1l",6
"GO:0006305","BP","GO:0006305","DNA alkylation","8/602","69/23210",0.000406600876682871,0.00681654410909519,0.00565632592124365,"Kmt2a/Dnmt1/Dnmt3a/Hells/Ezh2/Mbd4/Zfp57/Tet1",8
"GO:0006306","BP","GO:0006306","DNA methylation","8/602","69/23210",0.000406600876682871,0.00681654410909519,0.00565632592124365,"Kmt2a/Dnmt1/Dnmt3a/Hells/Ezh2/Mbd4/Zfp57/Tet1",8
"GO:0032886","BP","GO:0032886","regulation of microtubule-based process","16/602","235/23210",0.000451153895199827,0.00753391758585649,0.00625159797213576,"Chordc1/Spag5/Rbm14/Kif11/Cep192/Hsph1/Tacc2/Plk1/Chek1/Mid1/Ska1/Agrn/Spice1/Alms1/Numa1/Ttbk2",16
"GO:1902107","BP","GO:1902107","positive regulation of leukocyte differentiation","13/602","168/23210",0.00045786542593776,0.00761624395285573,0.00631991187962421,"Irf1/Cd74/Casp8/Il1b/Zbtb46/Tesc/Il15/H2-Aa/Nfkbid/H2-DMa/Rag1/Il1rl2/Cd101",13
"GO:0060337","BP","GO:0060337","type I interferon signaling pathway","6/602","39/23210",0.000467529786282336,0.00771569398987656,0.00640243490203362,"Mettl3/Irf7/Stat1/Zbp1/Oas2/Nlrc5",6
"GO:0071357","BP","GO:0071357","cellular response to type I interferon","6/602","39/23210",0.000467529786282336,0.00771569398987656,0.00640243490203362,"Mettl3/Irf7/Stat1/Zbp1/Oas2/Nlrc5",6
"GO:0006289","BP","GO:0006289","nucleotide-excision repair","7/602","54/23210",0.000469258581840446,0.00771569398987656,0.00640243490203362,"Pole/Gtf2h3/Pold3/Brip1/Pold1/Neil3/Rbbp8",7
"GO:0120031","BP","GO:0120031","plasma membrane bounded cell projection assembly","26/602","488/23210",0.000474105576961925,0.00776552238127291,0.00644378219141636,"Pcnt/Ttll5/Fbf1/Avil/Eps8l2/Srgap2/Vangl2/Kif24/Stap1/Mns1/Cntrob/Rpgrip1l/Dnah8/Cdk10/Ccp110/2700049A03Rik/Dbn1/Ptpn23/Cdc42ep3/Arhgef26/Crocc/Agrn/C2cd3/Alms1/Wdr90/Ttbk2",26
"GO:0016458","BP","GO:0016458","gene silencing","17/602","260/23210",0.000482760104288952,0.00785067666967787,0.00651444269050525,"Mov10/Dnmt1/Ncor1/Dnmt3a/Mettl3/Atad2/Smchd1/Hells/Ezh2/Tut4/Elavl1/Tet1/Tnrc6b/Kmt2d/Lin28a/Ddx17/Dot1l",17
"GO:0040029","BP","GO:0040029","regulation of gene expression, epigenetic","18/602","284/23210",0.000482977301549773,0.00785067666967787,0.00651444269050525,"Mov10/Dnmt1/Ncor1/Dnmt3a/Mettl3/Atad2/Smchd1/Hells/Ezh2/Chek1/Tut4/Zfp57/Elavl1/Tet1/Tnrc6b/Kmt2d/Lin28a/Dot1l",18
"GO:0043414","BP","GO:0043414","macromolecule methylation","18/602","286/23210",0.000524610455915988,0.00849511249636684,0.00704919153284242,"Kmt2a/Dnmt1/Pax5/Dnmt3a/Mettl3/Paxbp1/Hells/Gfi1/Ezh2/Mbd4/Zfp57/Mettl8/Tet1/Kmt2d/Trmt1l/Nsd2/Kmt5c/Dot1l",18
"GO:0045814","BP","GO:0045814","negative regulation of gene expression, epigenetic","9/602","90/23210",0.000546494489958946,0.00881609035688488,0.0073155369658854,"Dnmt1/Dnmt3a/Atad2/Smchd1/Hells/Ezh2/Tet1/Kmt2d/Dot1l",9
